name,alt_name,predicted_gender,article_count,full_count
Desdemona Stott Beeson,,man,2,4
Haldane Holmstrom,,man,2,4
W. F. Jensen,,man,2,4
S. E. Marshall,,man,2,4
H. E. Hatch,,man,2,4
S. P. Teasdel,,man,2,4
Lorus Pratt,,man,2,4
M. H. Walker,,man,2,4
H. E. Lewis,,man,2,4
R. T. Young,,man,2,4
J. Foster Symes,,man,2,4
Hermann Grether,,man,2,4
Bateman H. Williams,,man,2,4
W.M.F. Magraw,,man,2,4
Horton D. Haight,,man,2,4
Con Sullivan,,man,2,4
J. B. Irvine,,man,2,4
Bertis L. Embry,,man,3,4
R. C. Chambers,,man,3,4
A. C. Beckwith,,man,1,4
Guglielmo Marconi,,man,1,4
J. G. Gwyn,,man,1,4
Count Basie,,man,1,4
Starley Bush,,man,1,4
C. S. Davis,,man,1,4
Myrtle Davidson,,man,1,4
Dyer D. Lum,,man,1,4
Daghaa Yazhi,,man,1,4
C. G. Wood,,man,1,4
S. B. Kent,,man,1,4
R.C. Chambers,,man,1,4
Gladwell Richardson,,man,1,4
A. P. Davis,,man,1,4
G. D. Grant,,man,1,4
Electa Bullock,,woman,3,4
Saphrona Huff,,woman,2,4
Emily Crane Watson,,woman,1,4
Annis Tanner Grey,,woman,1,4
Eliza Kirtley Royle,,woman,1,4
Opel Forsberg,,woman,1,4
Marva Christensen Hanchett,,woman,3,4
Fawn McKay Brodie,,woman,4,4
Patty Bartlett Sessions,,woman,4,4
Eleanor Roosevelt,,woman,4,4
Ora Bundy,,woman,4,4
Florence Ware,,woman,4,4
Lynn Fausett,,woman,4,4
Kate Field,,woman,4,4
Queen Elizabeth,,woman,4,4
Jane Mount,,woman,4,4
Mary Anderson,,woman,3,4
Margaret A. Caine,,woman,3,4
Anna Reed,,woman,3,4
Mary Hafen,,woman,3,4
Karen Blair,,woman,3,4
Sarah Pratt,,woman,3,4
Charlotte E. Hayden,,woman,3,4
Louisa Lula Greene,,woman,3,4
Georgie White,,woman,3,4
Emmeline Blanche,,woman,3,4
Lisa Bryner,,woman,3,4
Elizabeth Richards,,woman,3,4
Mary Judge,,woman,4,4
Elizabeth McCune,,woman,4,4
Elizabeth Steele,,woman,4,4
Ellen Sanders,,woman,4,4
Lucy Clark,,woman,2,4
Barbara Wertheimer,,woman,2,4
Sarah Foote,,woman,2,4
Elizabeth Dickey,,woman,2,4
Nancy Patterson,,woman,2,4
Alma Jones,,woman,2,4
Dora Harris,,woman,2,4
Mabel Jarvis,,woman,2,4
Georgia Snow,,woman,2,4
Despina Sargetakis,,woman,2,4
Kate S. Hilliard,,woman,2,4
Taylor Mountain,,woman,2,4
Madison Hambleton,,woman,2,4
Ida lone Cook,,woman,2,4
Harriet Amelia Folsom,,woman,2,4
Lucy Bigelow Young,,woman,2,4
Sarah Elizabeth Carmichael,,woman,3,4
Rachel Carson,,woman,3,4
Rebecca Dunlap,,woman,2,4
Mary Amelia,,woman,2,4
Peggy Pascoe,,woman,3,4
Agatha Peters,,woman,2,4
Ada Wilson,,woman,2,4
Martha Washington,,woman,3,4
Annie Adams Kiskadden,,woman,3,4
Minerva Earl,,woman,2,4
Prairie du Chien,,woman,3,4
Secret Creek,,woman,3,4
Katherine Kitterman,,woman,4,4
Doris Fry,,woman,2,4
Susan Hayward,,woman,2,4
Anna Rosenkilde,,woman,3,4
Elizabeth Harris,,woman,2,4
Jennie Kearns,,woman,3,4
Mary Frances,,woman,4,4
Madison D. Hambleton,,woman,2,4
Sarah Daft,,woman,3,4
Ada Seegmiller,,woman,1,4
Ann Hart,,woman,1,4
Marion Hammon,,woman,1,4
Emily Crane,,woman,1,4
Lucy Heppler,,woman,1,4
Brenda Barrett,,woman,1,4
Bonnie Pitblado,,woman,1,4
Margaret Mary,,woman,1,4
Marguerite McGurrin,,woman,1,4
Jeannette Ferry,,woman,1,4
Kate Ferry Hancock,,woman,1,4
Margaret Glade,,woman,1,4
Barbara Staheli,,woman,1,4
Estelle Nordick,,woman,1,4
Anne Vanderwood,,woman,1,4
Ruth Young,,woman,1,4
Mildred Cook Hicken,,woman,1,4
Anna King,,woman,1,4
Harriet Bane,,woman,1,4
Sarah Ann Cooke,,woman,1,4
Grace D. Wahlquist,,woman,1,4
Wilma Larremore,,woman,1,4
Chloe Merrill,,woman,1,4
Ethel Low,,woman,1,4
Ada Quinn,,woman,1,4
Kate Alexander,,woman,1,4
Rebecca Mace,,woman,1,4
Fern Shipley,,woman,1,4
Alma Hone,,woman,1,4
Annie Peay,,woman,1,4
Vittoria Colonna,,woman,1,4
Mary Helen,,woman,1,4
Rowena M. Whipple,,woman,1,4
Marie Therese,,woman,1,4
Charley Morris,,woman,1,4
Harper J. Dininny,,woman,2,4
Hannah T. King,,woman,2,4
Alice Reynolds,,woman,2,4
Lura Redd,,woman,1,4
Dana Park,,woman,1,4
Hannah Cornaby,,woman,1,4
Kate Hilliard,,woman,2,4
Ann Woodbury,,woman,3,4
Don Carlos Young,,man,4,4
Riley Hurst,,man,2,4
DANIEL H. WELLS,,man,2,3
Ed Lee,,man,3,3
West Millard,,man,1,3
JOHN R. SILLITO,,man,3,3
Ed Phillips,,man,1,3
RONALD G. WATT,,man,3,3
JOHN S. MCCORMICK,,man,3,3
JAMES R. SWENSEN,James R. Swensen,man,1,3
Logan Canon,,man,3,3
DAVID A. HALES,David A. Hales,man,3,3
ERIC G. SWEDIN,Eric G. Swedin,man,2,3
DOUGLAS D. ALDER,,man,3,3
Don Lee,,man,1,3
Tommy Gordon,,man,2,3
Sandra Dawn,,woman,2,3
G. Homer Durham,,man,3,3
T. Edgar Lyon,,man,2,3
Tom Mix,,man,3,3
George Y. Bradley,,man,3,3
Marvin S. Hill,,man,3,3
Daniel Sylvester Tuttle,,man,3,3
Norman Davies,,man,3,3
Burt B. Brewster,,man,2,3
Thomas Judd,,man,2,3
John Crook,,man,2,3
Walter Clement,,man,2,3
Earl Pomeroy,,man,2,3
Stewart L. Grow,STEWART L. GROW,man,3,3
William B. Smart,,man,3,3
Alfred Landon,,man,3,3
Russel B. Swensen,,man,3,3
John Hunt,,man,1,3
Richard Dallin,,man,1,3
Manning Mill,,man,1,3
Newton Tuttle,,man,1,3
Calvin Crane Pendleton,,man,2,3
Elizabeth Jane,,woman,2,3
Linda King Newell,,woman,3,3
Cedar Mesa,,woman,3,3
John Bernard,,man,3,3
Angus M. Woodbury,,man,3,3
Richard Brown,,man,3,3
Booker T. Washington,,man,3,3
Charles A. Steen,,man,3,3
Jack Brennan,,man,3,3
Charles W. Moyer,,man,3,3
Chris Kiousios,,man,3,3
Ernest K. Pappas,,man,3,3
Mike Katrakis,,man,3,3
Sam Lewman,,man,3,3
Harris Spinbon,,man,3,3
George Padaladonis,,man,3,3
Phil Culleton,,man,3,3
William Coray,,man,3,3
William Russell,,man,3,3
Joseph Hatch,,man,3,3
George Wheeler,,man,3,3
Ernest Hemingway,,man,3,3
Lou Gehrig,,man,3,3
James Fenimore Cooper,,man,3,3
George Catlin,,man,3,3
Frederick J. Pack,,man,3,3
Lorenzo Hansen,,man,3,3
Joaquin de Real Alencaster,,man,3,3
Leonard Eicholtz,,man,3,3
Howard Price,,man,3,3
Arthur E. Gibson,,man,3,3
Ernest L. King,,man,3,3
Theodore Beatty,,man,3,3
Thomas C. Romney,,man,3,3
John J. Abert,,man,3,3
George W. Bartch,,man,3,3
Morris Sheppard,,man,3,3
Frederick J. Kiesel,,man,3,3
Matthew Brady,,man,3,3
John Crawford,,man,3,3
Adlai Stevenson,,man,3,3
Earl C. Crockett,,man,3,3
Waldo Midgley,,man,3,3
Henry P. Perrine,,man,3,3
Winfield Scott Hancock,,man,3,3
David Starr Jordan,,man,3,3
Francis A. Hammond,,man,3,3
Benjamin Knell,,man,3,3
Ted Warner,,man,3,3
Stephen Harding,,man,3,3
John Sherman,,man,3,3
John Tyler,,man,3,3
William Riter,,man,3,3
George F. Edmunds,,man,3,3
William Henry Hooper,,man,3,3
Peter Maughn,,man,3,3
William Ferry,,man,3,3
Everett Hatch,,man,3,3
John Starley,,man,3,3
Ward Holbrook,,man,3,3
Al Jolson,,man,3,3
Brigham Y. Hampton,,man,3,3
Edward Harriman,,man,3,3
David Moffat,,man,3,3
Edward Sorin,,man,3,3
Elisha Averett,,man,3,3
Louis F. Moench,,man,3,3
Peter Tracy,,man,3,3
Peter K. Dotson,,man,3,3
John T. Rich,,man,3,3
George Watson,,man,3,3
Tom Smith,,man,3,3
Samuel F. B. Morse,,man,3,3
James A. Garfield,,man,3,3
Bob Fitzsimmons,,man,3,3
Jim Corbett,,man,3,3
Israel J. Clark,,man,3,3
Charles L. Camp,,man,3,3
Hiram W. Johnson,,man,3,3
Robert Anderson,,man,3,3
John L. Butler,,man,3,3
William W. Willis,,man,3,3
John Perkins,,man,3,3
William H. Shearman,,man,3,3
Norman McLeod,,man,3,3
Alfredo F. Giovannoni,,man,3,3
John C. Carlisle,,man,3,3
Frank Dyer,,man,3,3
Manuel Garcia,,man,3,3
Philip H. Sheridan,,man,3,3
Dennis C. Eichnor,,man,3,3
Lewis S. Hills,,man,3,3
William Booth,,man,3,3
George Ottinger,,man,3,3
Marquis de Lafayette,,man,3,3
Ezra Benson,,man,3,3
Hugh Cutler,,man,3,3
Henry J. Kaiser,,man,3,3
Charles W. Bennett,,man,3,3
Charles C. Richards,,man,3,3
James Smithies,,man,3,3
Josiah Arnold,,man,3,3
Darrell J. Greenwell,,man,3,3
George S. Eccles,,man,3,3
William H. Kimball,,man,3,3
Roger I. McDonough,,man,3,3
John Lowder,,man,3,3
George W. Julian,,man,3,3
Albert Beveridge,,man,3,3
Robert LaFollette,,man,3,3
William Drummond Stewart,,man,3,3
Joseph Harvey Ward,,man,3,3
Arnold H. Schulthess,,man,3,3
Louis Pasteur,,man,3,3
Uriah J. Wenner,,man,3,3
Ernest Mitchell,,man,3,3
Frank Shafer,,man,3,3
John Ely,,man,3,3
Joseph Walter Dietrich,,man,3,3
Harry L. Hopkins,,man,3,3
Eugene Debs,,man,3,3
Henry Ward Beecher,,man,3,3
Dennis J. Toohy,,man,3,3
Arie Pinedo,,man,3,3
Alexander Schreiner,,man,3,3
John S. Lewis,,man,3,3
Theodore Talbot,,man,3,3
Levi M. Savage,,man,3,3
George W. Foote,,man,3,3
Leo Hawkins,,man,3,3
Richard Poulsen,,man,3,3
Alan Dundes,,man,3,3
Harold P. Fabian,,man,3,3
Edward F. Beale,,man,3,3
George Custer,,man,3,3
Thomas Galligan,,man,3,3
John Pierce,,man,3,3
John Titus,,man,3,3
Jay Cooke,,man,3,3
Andrew L. Neff,,man,3,3
Hugh Ryan,,man,3,3
George W. Ingalls,,man,3,3
Alexander Campbell,,man,3,3
Tom Avgikos,,man,3,3
John E. Smith,,man,3,3
Brigham Jarvis,,man,3,3
John T. Woodbury,,man,3,3
James M. Hudspeth,,man,3,3
Augustus P. Hardy,,man,3,3
PHILIP A. M. TAYLOR,,man,3,3
John Grey,,man,3,3
Joseph Powell,,man,3,3
Andy Hall,,man,3,3
Marco Polo,,man,3,3
Jacob Riis,,man,3,3
Lyman Wilbur,,man,3,3
Herman Harms,,man,3,3
Isaac Duffin,,man,3,3
Alexander Williams,,man,3,3
Thomas A. Edison,,man,3,3
Edward Sloan,,man,3,3
Frank Hyde,,man,3,3
Stephen Hays,,man,3,3
Francis Lyman,,man,3,3
Edward Steptoe,,man,3,3
Richard L. Evans,,man,3,3
Don Quixote,,man,3,3
Charles Tyler,,man,3,3
Henry Higgins,,man,3,3
Lewis Barney,,man,3,3
King Hendricks,,man,3,3
Paul W. Tibbets,,man,3,3
Jacob Coxey,,man,3,3
Henry Dinwoody,,man,3,3
James Needham,,man,3,3
Isaiah Cox,,man,3,3
Robert Owen,,man,3,3
Daniel Cam,,man,3,3
Peter W. Conover,,man,3,3
Thomas Mclntyre,,man,3,3
Theodore McKean,,man,3,3
Klaus J. Hansen,,man,3,3
Elder Benson,,man,3,3
Henry Adams,,man,3,3
Lorenzo W. Roundy,,man,3,3
Joseph Wood,,man,3,3
Robert Stanton,,man,3,3
Josiah Gregg,,man,3,3
John King,,man,3,3
Samuel Mclntyre,,man,3,3
William Lang,,man,3,3
Patrick Manogue,,man,3,3
Henry Nebeker,,man,3,3
Ray Lyman,,man,3,3
Franz Ferdinand,,man,3,3
Aaron Burr,,man,3,3
William Brock,,man,3,3
Miles Dillman,,man,3,3
Zadok Knapp Judd,,man,3,3
William A. Ross,,man,3,3
Charles Hill,,man,3,3
David Crockett,,man,3,3
Samuel L. Sprague,,man,3,3
John Tip,,man,3,3
Robert Louis,,man,3,3
George William,,man,3,3
Hubert Work,,man,3,3
William Hay,,man,3,3
William W. Belknap,,man,3,3
Victor Hugo,,man,3,3
Albert Scorup,,man,3,3
George Pyper,,man,3,3
Josh Billings,,man,3,3
Garfield Railroad,,man,3,3
Amos Milton Musser,,man,3,3
Stanley P. Hirshson,,man,3,3
Tom Thum,,man,3,3
David Graham,,man,3,3
Fernando Cortes,,man,3,3
Hector C. Haight,,man,3,3
Robert E. Stowers,,man,1,3
John M. Ellis,,man,1,3
Alfred V. Kidder,,man,2,3
John M. Vaughn,,man,2,3
Merle Winbourn,,man,2,3
Lewis Hine,,man,2,3
Vern Hamre,,man,2,3
Jack Ward Thomas,,man,2,3
George Perkins Marsh,,man,2,3
Tom Jones,,man,2,3
David Peterson,,man,2,3
Jeff Fox,,man,2,3
William M. McCrea,,man,2,3
Cooper Martin,,man,2,3
Jim Thorpe,,man,2,3
John Alton Peterson,,man,2,3
Francis M. Rowan,,man,2,3
Felix Jones,,man,2,3
William Mitchell,,man,2,3
Bill Jones,,man,2,3
Howard Hughes,,man,2,3
Peter Brennan,,man,2,3
James Dunn,,man,2,3
Francis T. Bryan,,man,2,3
Samuel Cornaby,,man,2,3
Robert Redford,,man,2,3
Glenn Miller,,man,2,3
William D. Haywood,,man,2,3
Hans Hansen,,man,2,3
Peter Monsen,,man,2,3
Hans Jorgen Hansen,,man,2,3
Jens Sorensen,,man,2,3
George Wallace,,man,2,3
Don Pedro Leon,,man,2,3
James Craig,,man,2,3
Abe Lincoln,,man,2,3
John Turner,,man,2,3
Don Hatch,,man,2,3
John J. McClellan,,man,2,3
Robert McNiece,,man,2,3
Lorenzo Creel,,man,2,3
Edward Dutchie,,man,2,3
Walter Granger,,man,2,3
David Freed,,man,2,3
Frederick Dunn,,man,2,3
Ted Nagata,,man,2,3
Howard Coray,,man,2,3
Benjamin Bachman,,man,2,3
John Stoddard,,man,2,3
Joseph Knight,,man,2,3
John Thurman,,man,2,3
William W. Taylor,,man,2,3
Charles C. Ruthrauff,,man,2,3
Bridger Butte,,man,2,3
George Stringham,,man,2,3
Henry Heath,,man,2,3
George Eccles,,man,2,3
Carl Badger,,man,2,3
David Davis,,man,2,3
David Chidester,,man,2,3
Johnny Thompson,,man,2,3
James R. Hay,,man,2,3
James Glendinning,,man,2,3
John B. Burbidge,,man,2,3
Robert Kershaw,,man,2,3
William G. Johnston,,man,2,3
Martin E. Mulvey,,man,2,3
Allen Allensworth,,man,2,3
Milton J. Hersey,,man,2,3
Tom Anderson,,man,2,3
James Talmage,,man,2,3
Frank I. Kooyman,,man,2,3
James Sherlock Cantwell,,man,2,3
Duncan J. McMillan,,man,2,3
Pat Meehan,,man,2,3
Kenneth Lockridge,,man,2,3
Max Weber,,man,2,3
William Dean Howells,,man,2,3
Finn Hall,,man,2,3
James W. Dilley,,man,2,3
Hal Rumel,,man,2,3
Howard R. Driggs,,man,2,3
Wendell Wilkie,,man,2,3
Thomas Fuller,,man,2,3
George A. Lowe,,man,2,3
Reyes Rodriguez,,man,2,3
John K. Reid,,man,2,3
Frederick W. Benteen,,man,2,3
Fred Keller,,man,2,3
Fred Adams,,man,2,3
William Thompson,,man,2,3
Jerrold R. Letcher,,man,2,3
Glen Leonard,,man,2,3
Pierre Chouteau,,man,2,3
Joseph Robidoux,,man,2,3
William Rockefeller,,man,2,3
Wendell Ashton,,man,2,3
John Phelps,,man,2,3
Dillon S. Myer,,man,2,3
Kaiser Wilhelm II,,man,2,3
William Jasper Kerr,,man,2,3
Charles Larabee,,man,2,3
Charles Crane,,man,2,3
Henry Rasmussen,,man,2,3
George A. Fisher,,man,2,3
Thomas Billington Nelson,,man,2,3
Delbert M. Draper,,man,2,3
James W. Collins,,man,2,3
Christian Larsen,,man,2,3
Joseph Keppler,,man,2,3
Louis Moench,,man,2,3
Joseph Banigan,,man,2,3
Chester Loveland,,man,2,3
Daniel Hanmer Wells,,man,2,3
Jules Simon,,man,2,3
George D. Pyper,,man,2,3
Stephen C. Foster,,man,2,3
Tom Simpers,,man,2,3
Lorenzo Hatch,,man,2,3
Harold Bell Wright,,man,2,3
Clarence Rogers,,man,2,3
James Ivers,,man,2,3
Robert W. Burton,,man,2,3
William Blood,,man,2,3
Peter Greaves,,man,2,3
Robert Sands,,man,2,3
Simon Christensen,,man,2,3
Charles P. Huey,,man,2,3
John M. Belohlavek,,man,2,3
Montgomery Blair,,man,2,3
John R. Murphy,,man,2,3
James Weinstein,,man,2,3
Charles Davies,,man,2,3
Hugh Findlay,,man,2,3
Robert W. Tayler,,man,2,3
Victoriano Huerta,,man,2,3
Tom Fitch,,man,2,3
Gus Backman,,man,2,3
John Russell,,man,2,3
LeRoy Hafen,,man,2,3
John L. Blythe,,man,2,3
David Brion Davis,,man,2,3
James Davies,,man,2,3
Ralph Talbot,,man,2,3
John Colton Sumner,,man,2,3
Henry Vanderburgh,,man,2,3
George Simpson,,man,2,3
George R. Stewart,,man,2,3
John H. Rice,,man,2,3
Reuben Hedlock,,man,2,3
Philip B Lewis,,man,2,3
Don Pedro Fermin de Mendinueta,,man,2,3
Philip Harry,,man,2,3
Josiah Belden,,man,2,3
James Hale,,man,2,3
Sigmund Freud,,man,2,3
George Augustus,,man,2,3
James Patton,,man,2,3
Bishop Pratt,,man,2,3
John Edward Carver,,man,2,3
John Madison,,man,2,3
William Morley Black,,man,2,3
David Savage,,man,2,3
Edwin Dilworth,,man,2,3
Royal Hunt,,man,2,3
Henry Montgomery,,man,2,3
Del Reed,,man,2,3
Gregory Bridge,,man,2,3
Floyd Dominy,,man,2,3
Richard Jose,,man,2,3
Samuel Woolley,,man,2,3
Frank Lyon,,man,2,3
Alfredo Giovannoni,,man,2,3
George Reed,,man,2,3
Henry James,,man,2,3
Anders Johnson,,man,2,3
Thorn Mayes,,man,2,3
George Willard,,man,2,3
Dudley Field Malone,,man,2,3
James Harris,,man,2,3
Jorgen Jorgensen,,man,2,3
Juan Miguel,,man,2,3
Edwin V. Sumner,,man,2,3
George Dunford,,man,2,3
Charles Darwin,,man,2,3
John Lindsay,,man,2,3
Mark Hall,,man,2,3
Frank Brown,,man,2,3
James Stevens,,man,2,3
Lucien L. Nunn,,man,2,3
Isaac Edgar Allred,,man,2,3
Jens P. Carlson,,man,2,3
Joseph William Taylor,,man,2,3
Benjamin Rich,,man,2,3
Elmer Johnson,,man,2,3
Charles Taylor,,man,2,3
Philip Syng Physick,,man,2,3
Charles Coulson Rich,,man,2,3
Morton Salt Company,,man,2,3
Lorenzo Sitgreaves,,man,2,3
Etienne Provot,,man,2,3
William Hill,,man,2,3
William Tapscott,,man,2,3
Egan Canyon,,man,2,3
John Bennet,,man,2,3
Nicolas de la Fora,,man,2,3
Joseph Richards,,man,2,3
Thomas Rees,,man,2,3
Levi Jackman,,man,2,3
James C. Owen,,man,2,3
Joseph Heywood,,man,2,3
William Kimball,,man,3,3
Herbert L. Packer,,man,2,3
John Reps,,man,2,3
George B. Squires,,man,3,3
Joseph A. Hill,,man,2,3
Charles Ellis Johnson,,man,3,3
Jack Rudy,,man,2,3
Roy Stryker,,man,3,3
Glenn Beck,,man,2,3
Gary Herbert,,man,3,3
John Miller,,man,2,3
George Dibble,,man,3,3
Terry Williams,,man,3,3
Waldo Wilcox,,man,2,3
George R. Brooks,,man,2,3
Albert Gallatin,,man,3,3
Arthur W. Stevens,,man,2,3
Matthew Cullen,,man,3,3
James Cantwell,,man,2,3
John Appleton,,man,2,3
Elisha Kane,,man,3,3
Delbert W. Parratt,,man,2,3
Daniel Alexander,,man,2,3
Henry S. Hamilton,,man,2,3
Fred Conetah,,man,3,3
George W. Middleton,,man,2,3
Emerson Hough,,man,3,3
Daniel H. Ludlow,,man,3,3
John Jacob Astor,,man,3,3
John Gillin,,man,3,3
Don Strack,,man,3,3
James Moyle,,man,3,3
Samuel Richard Thurman,,man,3,3
John Peterson,,man,3,3
Christopher Carson,,man,3,3
Frank Butrico,,man,2,3
Clyde C. Edmonds,,man,3,3
Jacob Holeman,,man,2,3
Otto Mears,,man,3,3
Charles Riggs,,man,3,3
Frank A. Beckwith,,man,2,3
John H. Bowman,,man,3,3
Norman Hapgood,,man,3,3
Joseph Snow,,man,3,3
Robert Burton,,man,3,3
John Dawson,,man,3,3
Louis Zucker,,man,2,3
James Clayton,,man,3,3
Wallace Bennett,,man,3,3
Albert Fisher,,man,3,3
Joseph B. Keeler,,man,2,3
James M. Holley,,man,3,3
Gunther Barth,,man,3,3
Joseph Standing,,man,3,3
Ira Eldridge,,man,3,3
John Anderson,,man,3,3
Sherman Lloyd,,man,3,3
George C. Marshall,,man,3,3
George Stewart,,man,3,3
Edward P. Kimball,,man,3,3
James Winchester,,man,2,3
James M. Ashley,,man,3,3
Jack Wilson,,man,3,3
Jesse C. Little,,man,3,3
Henry W. Lunt,,man,3,3
Franklin K. Lane,,man,3,3
James Russell,,man,3,3
Richard Cracroft,,man,3,3
Lemuel Redd,,man,3,3
Albert Reagan,,man,2,3
Harrison R. Merrill,,man,2,3
Robert Glass Cleland,,man,3,3
John McCormick,,man,2,3
William Reed,,man,3,3
Auguste Archambeau,,man,3,3
Henry Hughes,,man,3,3
Richard M. Nixon,,man,3,3
Frederick Samuel Dellenbaugh,,man,3,3
Alfred Runte,,man,3,3
Dan Casement,,man,3,3
Oscar Chapman,,man,3,3
Daniel Boorstin,,man,3,3
John Woolley,,man,3,3
Edward T. Mumford,,man,2,3
Paul Bailey,,man,3,3
James P. Beckwourth,,man,3,3
Robert B. Flanders,,man,3,3
Thomas Tanner,,man,3,3
Walter E. Ware,,man,3,3
Charles Kelley,,man,2,3
Enos Wall,,man,3,3
David Pettigrew,,man,3,3
James Jensen,,man,2,3
Joseph Sarsfield Glass,,man,3,3
William Marks,,man,3,3
Charles W. Stayner,,man,3,3
Thomas Haycock,,man,3,3
Benjamin Cluff,,man,2,3
James McKnight,,man,3,3
Emile Durkheim,,man,3,3
William G. McAdoo,,man,3,3
John Henry Evans,,man,3,3
Horace Whitney,,man,3,3
David Whitmer,,man,3,3
Henry Grow,,man,3,3
Thomas McKenzie,,man,3,3
Harold L. Ickes,,man,3,3
Phil Robinson,,man,2,3
Alfred Bates,,man,3,3
Albert Bushnell Hart,,man,3,3
Athanasios Diakos,,man,3,3
Pete Kukis,,man,3,3
Mike Zulakis,,man,3,3
Theodor Olshausen,,man,2,3
Warren A. Ferris,,man,3,3
Milton Sublette,,man,3,3
David Bulloch,,man,3,3
Zebulon M. Pike,,man,2,3
Patrick Lynch,,man,3,3
John R. McBride,,man,3,3
Ben Simonds,,man,2,3
James Little,,man,2,3
Edwin Little,,man,3,3
William Hughes,,man,2,3
Edward Abbey,,man,3,3
Howard W. Hunter,,man,3,3
George Scott,,man,2,3
Elisha H. Groves,,man,3,3
Daniel McArthur,,man,3,3
David James,,man,2,3
John Watson,,man,3,3
Thomas N.Taylor,,man,2,3
James Higgins,,man,2,3
Dwight Eisenhower,,man,3,3
John Wallace,,man,3,3
Theodore Turley,,man,3,3
John Hamilton,,man,3,3
Melvin Smith,,man,3,3
Levi Peterson,,man,3,3
Lucky Strike,,man,3,3
Elder L. Snow,,man,3,3
Samuel Sharp,,man,3,3
Frank Roberts,,man,3,3
Clarence Bradley,,man,2,3
Frederick Walker,,man,3,3
Lehi Jones,,man,2,3
Julius Brenchley,,man,3,3
Carl Jung,,man,2,3
George Mason,,man,3,3
Charles Frederick,,man,3,3
Henry Wall,,man,3,3
Hyrum Andrus,,man,3,3
John Bankhead,,man,3,3
Luke Johnson,,man,3,3
John Topham,,man,3,3
John Sutter,,man,3,3
William Bradford,,man,3,3
John Black,,man,3,3
Joseph Robinson,,man,3,3
James H. Glines,,man,3,3
Henry Walker,,man,3,3
Christian Hansen,,man,3,3
James Watt,,man,1,3
Edward Ferry,,man,1,3
Ray Hillam,,man,1,3
Matthew Ragan,,man,1,3
Leon Brown,,man,1,3
Robert Fetzer,,man,1,3
John Ginn,,man,1,3
Brian Maffly,,man,1,3
Yuma Sun,,man,1,3
David Griffiths,,man,1,3
Manuel Pradas,,man,1,3
Nathan Kowalsky,,man,1,3
Jack Tale,,man,1,3
William Pace,,man,1,3
Ron McFarland,,man,1,3
Kenneth Faig,,man,1,3
Edmund A. Littlefield,,man,1,3
Joseph Stevens,,man,1,3
Jason Neil,,man,1,3
Brigham Kemble,,man,1,3
James Church,,man,1,3
Raymond L. Hixson,,man,1,3
Frank McGurrin,,man,1,3
John Bell Hatcher,,man,1,3
Hans Liesche,,man,1,3
John Henry Behan,,man,1,3
Morris Shirts,,man,1,3
Samuel G. Baker,,man,1,3
Stephen Jones,,man,1,3
John P. Carlson,,man,1,3
Bill Hamblin,,man,1,3
Ed Morrell,,man,1,3
Mark Pendleton,,man,1,3
Walter Knight,,man,1,3
Peter O. Hansen,,man,1,3
Charles D. Haun,,man,1,3
Charles Schlacks,,man,1,3
Wayne Whiting,,man,1,3
Glen Hatch,,man,1,3
Guy Olpin,,man,1,3
Richard Johnson,,man,1,3
George Gourley,,man,1,3
Brigham Young Hampton,,man,1,3
Jonathan Hampton,,man,1,3
Grant Brown,,man,1,3
Warren Corey,,man,1,3
Dryden Rogers,,man,1,3
William F. Williams,,man,1,3
Owen Olpin,,man,1,3
Stephen Washington,,man,1,3
Al Collins,,man,1,3
John Brophy,,man,1,3
Murray Williams,,man,1,3
Al Clift,,man,1,3
Ned Bicknall,,man,1,3
William Magee,,man,1,3
Andrew Lee,,man,1,3
Charles H. Brown,,man,1,3
Edmund Buckley,,man,1,3
Richard Hansen,,man,1,3
Rex Baron,,man,1,3
Alan Chandler,,man,1,3
Bishop Bunker,,man,1,3
Bishop Cutler,,man,1,3
Dirk Bockholt,,man,1,3
John Webber,,man,1,3
Elliot Willden,,man,1,3
Carl Shirts,,man,1,3
Albert Hamblin,,man,1,3
Max Finley,,man,1,3
Leland G. Burress,,man,1,3
Joe Scussel,,man,1,3
Dale Johnston,,man,1,3
James Leatham,,man,1,3
John Squires,,man,1,3
John Kane,,man,1,3
Thomas Batty,,man,1,3
William Lemke,,man,1,3
John Rawson,,man,1,3
Enoch K. Parrish,,man,1,3
Gene Sullivan,,man,1,3
Larry Hutton,,man,1,3
Charlie Hough,,man,1,3
Bill Buckner,,man,1,3
Jorgen Smith,,man,1,3
Orville Whitehead,,man,1,3
Donald Whitehead,,man,1,3
Dudley Warner,,man,1,3
Stan Richardson,,man,1,3
William Parmley,,man,1,3
Jabez Woodard,,man,1,3
Chester P. Cahoon,,man,1,3
Ed LaChappelle,,man,1,3
Dick May,,man,1,3
Bill McDougall,,man,1,3
Adrien Taylor,,man,1,3
Larry Batt,,man,1,3
George Schaefer,,man,1,3
Joe Lewis,,man,1,3
Carl Fisher,,man,1,3
Henry Ostermann,,man,1,3
William Paden,,man,1,3
Otto Carpenter,,man,1,3
Ed Fraughton,,man,1,3
Jim Shane,,man,1,3
Hugo Rettich,,man,1,3
Ray Dunn,,man,1,3
Roy Robinson,,man,1,3
James Rex,,man,1,3
Rafael Torres,,man,1,3
Hal Burrows,,man,1,3
David Cross,,man,1,3
William W. Bell,,man,1,3
William T. Thompson,,man,1,3
John Cobb,,man,1,3
